,cost_bps,net_return,buyhold_return,beats_benchmark
0,0.0,0.2792644957760182,0.101254841391891,True
1,5.0,0.248310988620716,0.100754841391891,True
2,10.0,0.21809151969483143,0.100254841391891,True
3,20.0,0.15978687284212123,0.099254841391891,True
4,30.0,0.10421873549519445,0.098254841391891,True
5,40.0,0.051261222888218105,0.097254841391891,False
6,50.0,0.0007941235532413771,0.096254841391891,False
7,75.0,-0.11521866714858764,0.093754841391891,False
8,100.0,-0.21802609886897173,0.09125484139189101,False
