,min,mean,max,max_over_min,max_date
MSFT,0.07826128794051357,0.2592447517922202,1.0135954085078285,12.951427649366858,2008-10-28
IBM,0.07068638416000331,0.2072185075031694,0.6875261616954722,9.726429918090183,2008-11-24
SBUX,0.09356557696780082,0.3001351979979201,1.0330038653786757,11.040426392434563,2008-11-25
AAPL,0.07247741371328029,0.3044530916847883,1.157862364434603,15.975492296332368,2008-10-15
