,trades,gross_total,net_total,buyhold_total,net_beats_benchmark
MSFT,292,-0.06800715590983597,-0.30414698852115474,1.1943425588098524,False
IBM,295,-0.24363041547013597,-0.4370187367963482,0.6678201199131094,False
SBUX,319,0.07956996335504662,-0.21524481615721658,2.7167240074190886,False
AAPL,269,4.711627229712232,3.3646881991226447,8.066693448638786,False
